district_code,data_source,property_id,dealing_number,unit_number,street_number,street_name,suburb,postcode,purchase_price,legal_description,area,area_type,dimensions,interest_of_sale,zoning,nature_of_property,primary_purpose,contract_date,settlement_date,sale_counter,download_datetime,property_name,strata_lot_number,vendor_gst_flag,propid_unique,source_year,source_week
223,ARCHIVE,1897942800000,2525755.0,,365,WILLOWDENE AV,LUDDENHAM,2745.0,500000.0,LOT 23 DP 259698 SUBJECT TO DRAINAGE EASEMENT.10 WIDE,10.11,H,,RB,R,,,1990-01-01,1990-01-01,,,,,,,1990,annual
14,ARCHIVE,0501700000000,338511.0,,76,BUDGEWOI RD,NORAVILLE,2262.0,54000.0,LOT 110 DP 26104.,696.0,M,,,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
54,ARCHIVE,T054920,,,25,BARELLAN ST,ARDLETHAN,2665.0,15000.0,LOT 14 SEC 7 TOWN OF ARDLETHAN,1012.0,M,,,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
192,ARCHIVE,T0483710000000,,,2,RAILWAY ST,ASHLEY,2400.0,0.0,LOTS 1/17 SEC 29 PO 89/10,5.0,H,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
135,ARCHIVE,T602191,,,11,CUMBERLAND RD,AUBURN,2144.0,0.0,LOT B DP415476,358.0,M,18.29X19.86,,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
86,ARCHIVE,T605832,,,32,CURBAN ST,BALGOWLAH HEIGHTS,2093.0,0.0,LOT 3 DP758044 S23,716.0,M,16.28/14.66X44.58/51.92,,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
171,ARCHIVE,T0386600000000,,,19,DURIGAN PL,BANORA POINT,2486.0,0.0,LOT 61 DP 253699,0.0,M,18 X 35,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
171,ARCHIVE,T1283400000000,,,21,SUMMIT DR,BANORA POINT,2486.0,0.0,LOT 31 DP 236820,0.0,M,IRR39.42/0 X 34.01/36.65,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
81,ARCHIVE,T017490,,,56,PARK RD,BAULKHAM HILLS,2153.0,230000.0,LOT 2 DP239322,701.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
141,ARCHIVE,T027143,,,3,TAUNTON ST,BLAKEHURST,2221.0,200000.0,LOT 16 SEC 1 DP 7754,697.0,M,15.24X45.72,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
40,ARCHIVE,T614655,,,,PH BOYLE,BRAIDWOOD,2622.0,0.0,PH BOYLE POR 334 & PO 90/1 (BEING POR 336 & 337),99.0,H,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
137,ARCHIVE,T06672000000000,,4,51,SHAFTESBURY RD,BURWOOD,2134.0,0.0,LOT 4 SP 10933,0.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
4,ARCHIVE,0T13802000000,,,8,PRINCE ST,CARDIFF SOUTH,2285.0,0.0,LOT A DP 418621,411.0,M,,,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
81,ARCHIVE,T1499300000000,,,49,VICTORIA RD,CASTLE HILL,2154.0,0.0,LOT 5A DP369456,2.0,H,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
224,ARCHIVE,T630743,,,22,SALERNO CL,EMU HEIGHTS,2750.0,58500.0,LOT 3021 DP713606,626.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
224,ARCHIVE,1600753230000,,,LOT 302,SALERNO CL,EMU PLAINS,2750.0,58500.0,LOT 3021 DP 713606.,626.1,M,,BC,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
51,ARCHIVE,T0209300000000,,,,OLD ADCOCKS RD,FINLEY,2713.0,0.0,LOT 111 DP752296 EP 028370,97.0,H,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
219,ARCHIVE,T0000140000000,,,265,BELLS RD,GROSE VALE,2753.0,0.0,LOT 2 DP421491,2.0,H,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
192,ARCHIVE,T0522930000000,,,,BELLATA ST,GURLEY,2398.0,0.0,LOT 3 SEC 3,2023.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
162,ARCHIVE,T0440005100000,,,62,MINAMURRA DR,HARRINGTON,2427.0,0.0,LOT 39 DP715497,844.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
160,ARCHIVE,T641086,,,,PH HARWOOD,HARWOOD ISLAND,2465.0,0.0,P O 70/15,0.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
4,ARCHIVE,0T24029000000,,,50,EARL ST,HOLMESVILLE,2286.0,0.0,LOT 5 DP 3442,809.0,M,,,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
171,ARCHIVE,T1428700000000,,,37,VULCAN ST,KINGSCLIFF,2487.0,0.0,LOT 161 DP 245474,0.0,M,19.43 X 36.57,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
158,ARCHIVE,124430000000,,,,PH FAIRYMOUNT,KYOGLE,2474.0,50000.0,PH FAIRYMOUNT LOT 3 DP 618060,35.87,H,,RD,R,,,1990-01-01,1990-01-01,,,,,,,1990,annual
223,ARCHIVE,T2232906,,,,WILLOWDENE AV,LUDDENHAM,2745.0,500000.0,LOT 23 DP 259698,10.0,H,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
118,ARCHIVE,T0023290100000,,,,OLIVE ST,MANDURAMA,2792.0,4000.0,LOT 1 DP194115 (LOT 4 SEC 16),1012.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
86,ARCHIVE,T661980,,5,57,WHISTLER ST,MANLY,2095.0,0.0,LOT 5 SP 8420,679.0,M,UNIT ENT : 13.14 %,,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
142,ARCHIVE,T2116400004000,,4,157,THE GRAND PDE,MONTEREY,2217.0,0.0,LOT 4 SP2816,0.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
142,ARCHIVE,T140021,,12,189,PRESIDENT AVE,MONTEREY,2217.0,140000.0,LOT 12 SP2791,0.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
142,ARCHIVE,T0149200000000,,,90,BARTON ST,MONTEREY,2217.0,0.0,LOT B DP 393431,499.0,M,25.15 X 20.12,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
214,ARCHIVE,T667289,,,24,THE AVENUE,MOUNT DRUITT,2770.0,0.0,LOT 23 DP 21892,651.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
91,ARCHIVE,T0937900000000,,9,18,CLARKE ST,NARRABEEN,2101.0,119000.0,LOT 9 SP12413,80.0,M,15.24X58.22,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
91,ARCHIVE,T4673900000000,,,17,WILLIAM ST,NORTH MANLY,2100.0,200000.0,LOT 28 DP7258,0.0,M,12.19X36.88/37.49,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
68,ARCHIVE,T0060413100000,,,,PH MATHOURA,PARISH PORTIONS,2710.0,0.0,LOT 1 DP 594315,251.0,H,,,R,,,1990-01-01,1990-01-01,,,,,,,1990,annual
68,ARCHIVE,T0149711000000,,,,PH NALLAM,PARISH PORTIONS,2710.0,0.0,1 7,146.0,H,,,R,,,1990-01-01,1990-01-01,,,,,,,1990,annual
224,ARCHIVE,T679066,,,1,DEESIDE CL,PENRITH,2750.0,28000.0,LOT 327 DP240525,929.0,M,54.56/44.22X/36.47,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
12,ARCHIVE,T0031913911000,,,,PH DARLINGTON,PH DARLINGTON,0.0,0.0,LOT 911 DP794486 SUBJ TO PIPELINE & TRANSMISSION LINE EASEMENT,9.0,H,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
12,ARCHIVE,T0033341810000,,,,PH GOORANGOOLA,PH GOORANGOOLA,0.0,1.0,PH GOORANGOOLA LOT 101 DP731091 SUBJ TO ROW,2.0,H,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
192,ARCHIVE,T1084110000000,,,,PH MORELLA,PH MORELLA,0.0,0.0,PORS 10/12 64 75 PO 88/15 LD WARIALDA,457.0,H,,,R,,,1990-01-01,1990-01-01,,,,,,,1990,annual
10,ARCHIVE,T688854,,,28,ALTON RD,RAYMOND TERRACE,2324.0,0.0,LOT 55 DP243408,556.0,M,17.09X32.72,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
51,ARCHIVE,T0238100000000,,,46,HENNESSY ST,TOCUMWAL,2714.0,0.0,SEC 3 LOT 9,2023.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
51,ARCHIVE,T0253200000000,,,14,MURRAY ST,TOCUMWAL,2714.0,0.0,SEC 32,0.0,M,,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
171,ARCHIVE,T1007800000000,,,98,PANORAMA DR,TWEED HEADS,2485.0,40000.0,LOT 50 DP 29195,664.0,M,18.29 X 36.58,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
575,ARCHIVE,T0744600000007,,,330,LAKE ALBERT RD,WAGGA WAGGA,2650.0,0.0,LOT 24 DP38326,1012.0,M,20.12 X 50.29,,,,,1990-01-01,1990-01-01,,,,,,,1990,annual
8,ARCHIVE,T3958200000000,,,14,SANDGATE RD,WALLSEND,2307.0,0.0,LOT 1 DP599877,667.0,M,14.81/21.95 X 36.58/37.26,,A,,,1990-01-01,1990-01-01,,,,,,,1990,annual
14,VALNET1,0797700000000,343438.0,,12,CULWULLA ST,BERKELEY VALE,2259.0,102000.0,LOT 45 DP 28445.,537.5,M,,CB,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
114,ARCHIVE,0063300000000,1222984.0,,8,BELMORE ST,DUBBO,2830.0,89000.0,LOT B (RESUB LOT 18 PT LOT 17 SEC 4 DP 907)VO 6312 FO 246,0.0,M,,,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
114,ARCHIVE,0193700000000,1224943.0,,,CEDAR CT,DUBBO,2830.0,100000.0,LOT 15 DP 39716.,1066.0,M,,,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
14,VALNET1,1831400000000,358870.0,,59,KOORINDA AVE,LONG JETTY,2261.0,94000.0,LOT 1 DP 511604.,512.2,M,,CW,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
224,VALNET1,0437551000000,2540712.0,,30,COOMBES DR,PENRITH,2750.0,510000.0,LOT 2 DP 812166.,1.17,H,,NP,I,,,1990-01-02,1990-01-02,,,,,,,1990,annual
103,ARCHIVE,1056000000000,1143725.0,,16,DALTON ST,TOWRADGI,2518.0,99000.0,LOT 8 DP 38576.DIM,562.8,M,,AB,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
164,ARCHIVE,0388360062000,1799752.0,,,KUTA AV,VALLA BEACH,2448.0,48500.0,LOT 37 DP 805577.,670.0,M,,,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
50,ARCHIVE,T0659305700000,,,29,RINGWOOD CR,ALBURY,2640.0,129000.0,DP255892 LOT 22,1238.0,M,,,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
114,ARCHIVE,T0907000000000,,,21,NARDOO ST,BALLIMORE,2830.0,5000.0,CNR LOTS 1/2 SEC 5 DP758046 VILLAGE OF BALLIMORE,4047.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
86,ARCHIVE,T013874,,,1,GORDON ST,BALGOWLAH HEIGHTS,2093.0,1650000.0,PART LOT 86 DP 9517 VOL 3582 FOL 179,230.0,M,0,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
97,ARCHIVE,T0041601000000,,3,440,BEACH RD,BATEMANS BAY,2536.0,96500.0,LOT 3 SP22059,0.0,M,,,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
214,ARCHIVE,T613572,,,65,TURNER ST,BLACKTOWN,2148.0,0.0,LOT 335 DP 7875,1107.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
226,ARCHIVE,T0197600000000,,,31,EAST PDE,BUXTON,2571.0,85000.0,LOT 45 SEC 6 DP2444,423.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
81,ARCHIVE,T1590829000000,,,28,YARRALUMLA DR,CARLINGFORD,2118.0,0.0,LOT 8 DP239418,773.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
82,ARCHIVE,T225221,,,48,WESTMINSTER DR,CASTLE HILL,2154.0,122500.0,LOT 13 DP800015,915.0,M,30.010 X 28.520,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
214,ARCHIVE,T626077,,,9,CRESWICK PL,DHARRUK,2770.0,0.0,LOT 62 DP 249134,559.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
204,ARCHIVE,T0889000000000,,,340,VICTORIA PL,DRUMMOYNE,2047.0,0.0,PT LOT 16 DP1514,382.0,M,9.45X42.34/40.31,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
114,ARCHIVE,108000000000,,,126,BOURKE ST,DUBBO,2830.0,73500.0,LOT 20 DP 1367 & LOT 2 DP 101307 (BEING LOTS 1/8 SP 4321),1165.0,M,,,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
112,ARCHIVE,T0024701000002,,,,ADELYNE ST,DUNEDOO,2844.0,1.0,LOT 10 SEC 32,2020.0,M,,,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
51,ARCHIVE,T0276600000000,,,,TONGS ST,FINLEY,2713.0,54000.0,,1.0,H,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
223,ARCHIVE,T639708,,,38,RUNDLE RD,GREEN VALLEY,2168.0,0.0,LOT 7 DP 245110,569.0,M,15.55X37.25,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
89,ARCHIVE,T161854,,,181,ROBERTSON ST,GUILDFORD,2150.0,119950.0,LOT 10 DP 24304,645.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
243,ARCHIVE,T0128600035009,,,225,PINE ST,HAY,2711.0,31500.0,LOT 4 DP1719,461.0,M,11.580 40.230,,Z,,,1990-01-02,1990-01-02,,,,,,,1990,annual
243,ARCHIVE,T0080400000008,,,183,LACHLAN ST,HAY,2711.0,230000.0,COR LOT B 21520,467.0,M,49.230,,Z,,,1990-01-02,1990-01-02,,,,,,,1990,annual
220,ARCHIVE,T28931,,,427,WALLGROVE RD,HORSLEY PARK,2164.0,378000.0,LOT 8 DP 28030,2.0,H,57.34/76.22 X 260.26/258.38,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
83,ARCHIVE,T083620,,,23,GLENVIEW CRES,HUNTERS HILL,2110.0,1000000.0,LOT 1 DP900754,1867.0,M,,,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
1,ARCHIVE,T0156670000000,,,,YANGO CREEK RD,LAGUNA,2325.0,28000.0,PH YANGO LOT 1341 DP791224,41.0,H,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
14,ARCHIVE,T1831400000000,,,59,KOORINDA AV,LONG JETTY,2261.0,94000.0,LOT 1 DP 511604,512.0,M,18.29/15.24X30.63/30.48 8.290 X 30.630,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
207,ARCHIVE,T0010819005074,,,124,FERGUSON ST,MAROUBRA,2035.0,0.0,LOT 8 DP 589561,327.0,M,10.67X31.24,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
207,ARCHIVE,T0017417001017,,1,6,MCKEON ST,MAROUBRA,2035.0,0.0,LOT 1 SP 725,0.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
211,ARCHIVE,T146004,,,121A,KING ST,NEWTOWN,2042.0,500000.0,LOT C/E DP442816,127.0,M,9.07/8.64 X 23.29/22.10,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
91,ARCHIVE,T4742000000000,,,24,WOOLGOOLGA ST,NORTH BALGOWLAH,2093.0,203500.0,LOT 32 DP11915,0.0,M,12.95X30.58,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
116,ARCHIVE,T11649013,,,11,VICTORIA ST,PARKES,2600.0,59000.0,PART LOT 10 SEC 23,619.0,M,24.99,,O,,,1990-01-02,1990-01-02,,,,,,,1990,annual
575,ARCHIVE,T1622900000001,,,,PH BURRANDANA,PH BURRANDANA,2650.0,95000.0,LOTS 28 40 56 DP754544,41.0,H,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
214,ARCHIVE,T167931,,18,195,PROSPECT HWY,PROSPECT,2148.0,167000.0,LOT 18 SP 36032,167.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
84,ARCHIVE,T1506900000000,,,12,KNOWLMAN AVE,PYMBLE,2073.0,430000.0,LOT 26 DP11748,907.0,M,21.34X42.8'42.29,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
197,ARCHIVE,T688762,,,31,PRYOR ST,QUIRINDI,2343.0,1.0,LOT PART 51,0.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
149,ARCHIVE,T14953136,,,,YELLOW ROCK RD,RALEIGH,2454.0,150000.0,PH STH BGN LOT 1 DP601550,14.0,H,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
142,ARCHIVE,T0721200000000,,,102,FARR ST,ROCKDALE,2216.0,0.0,SEC 1 LOT 26 & PT 27 DP 1677,482.0,M,12.8X38.53/38.38,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
204,ARCHIVE,T0801300000000,,,22,SIBBICK ST,RUSSELL LEA,2046.0,0.0,LOT 5 DP8380,557.0,M,14.02X39.62,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
89,ARCHIVE,T192472,,,36,MILLER ST,SOUTH GRANVILLE,2461.0,190000.0,LOT 205 DP 14156,563.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
14,VALNET1,0192100000000,,,5 - 7,BAMBURY AVE,SUMMERLAND POINT,2259.0,111000.0,LOTS 188-190 DP 579128.,1823.0,M,,DJ,A,,,1990-01-02,1990-01-02,,,,,,,1990,annual
698,ARCHIVE,T1221900000002,,,25,KING ST,TAMWORTH,2340.0,0.0,LOT 23 SEC AC DP 975059,1113.0,M,22.17 X 50.29,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
162,ARCHIVE,T1010400000000,,,20,RITCHIE CR,TAREE,2430.0,173000.0,LOT 91 DP31683,638.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
171,ARCHIVE,T0118100000000,,1,19,BOYD ST,TWEED HEADS,2485.0,0.0,LOT 1 SP 16357,0.0,M,UNIT ENT : 10 %,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
575,ARCHIVE,T0827600000000,,,1,MANOORA AV,WAGGA WAGGA,2650.0,80000.0,LOT 51 DP26885,872.0,M,ARC 49.66/0 X 36.47/30.48,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
1,ARCHIVE,T0118730000000,,,49,APPLETON AV,WESTON,2326.0,0.0,SEC 5 LOT 107 DP12915,0.0,M,15.24X40.23,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
160,ARCHIVE,T718821,,,,PH WOODFORD,WOODFORD ISLAND,2463.0,0.0,PORS 192 & 208,87.0,H,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
144,ARCHIVE,T4506400000000,,,120,WOOLOOWARE RD S,WOOLOOWARE,2230.0,327500.0,LOT 46 DP6493,609.0,M,15.09X40.39,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
160,ARCHIVE,T16068715,,,6,LINK ST,YAMBA,2464.0,150000.0,LOT 14 DP22174,462.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
220,ARCHIVE,T22391,,,107,RAILWAY ST,YENNORA,2161.0,120000.0,PT LOTS 1/2 & 10 DP 812983 (RESUB OF PT LOT 37 DP 2679),1126.0,M,,,,,,1990-01-02,1990-01-02,,,,,,,1990,annual
223,ARCHIVE,1667800000000,2519754.0,,21,STOCKTON AV,MOOREBANK,2170.0,1111.0,LOT 25 DP 228324.ARC 31.98/12.04X31.88/31.52,670.3,M,, S,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
82,VALNET1,0491800000000,632897.0,,24,CARCOOLA CR,NORMANHURST,2076.0,229000.0,LOT 28 DP 31482.,739.8,M,,EC,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
103,ARCHIVE,2525400000000,1166452.0,,449,LAWRENCE HARGRAVE DR,SCARBOROUGH,2515.0,70000.0,LOT 7 SEC B DP 2693.,0.0,M,,,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
82,ARCHIVE,T223536,,,411,PACIFIC HWY,ASQUITH,2077.0,132000.0,LOT PT7 DP12901,698.0,M,16.260 X 42.900,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
136,ARCHIVE,T3326450790000,,,73,OLD TOWN CENTRE PLZ,BANKSTOWN,2200.0,758000.0,LOT 37 DP 16888,89.0,M,ARC 9.14 /4.27 X 13.18 / 15.04,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
14,ARCHIVE,T2878200000000,,,33,RESERVE DR,BATEAU BAY,2261.0,0.0,LOT 5 SEC 5 DP 758063,651.0,M,15.24/14.91X42.54/45.72 SPL COR 15.240 X,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
91,ARCHIVE,T4445800000000,,,11,WAREKILA RD,BEACON HILL,2100.0,260000.0,LOT 6 SEC 97,556.0,M,18.29X30.48,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
214,ARCHIVE,T611990,,,156,KILDARE RD,BLACKTOWN,2148.0,0.0,LOT 1 DP 26854,556.0,M,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
234,ARCHIVE,715600000000,,,,PELL ST,BROKEN HILL,2880.0,3000.0,PORTION 1034,3832.0,M,,AJ,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
218,ARCHIVE,T0687000000000,,,13,MITCHELL ST,CAMPBELLTOWN,2560.0,0.0,LOT 26 DP30783,556.0,M,17.07/18.75X41.02/27.89,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
81,ARCHIVE,T048581,,,9,ULUNDRI DR,CASTLE HILL,2154.0,315000.0,LOT 21 DP258211,901.0,M,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
81,ARCHIVE,T0926804010000,,,,NEVILLE CT,CASTLE HILL,2154.0,0.0,LOT 2 DP793815,3.0,H,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
91,ARCHIVE,T2110080300000,,,8,JAMES WHEELER PL,COLLAROY PLATEAU,2097.0,425000.0,LOT 13 DP262862,725.0,M,21.36 IRR/18.35X35.98/37.48,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
139,ARCHIVE,T057098,,4,15,STUART ST,CONCORD WEST,2138.0,71500.0,LOT 4 SP 6929,0.0,M,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
24,ARCHIVE,T623618,,,33,URSULA ST,COOTAMUNDRA,2590.0,0.0,LOT 61 DP226915,657.0,M,16.76/17.91X36.12/40.82,,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
24,ARCHIVE,T623485,,,13,HOVELL ST,COOTAMUNDRA,2590.0,0.0,LOT 3 DP523616 SUBJ TO ROW,923.0,M,20.32/20.12X44.78/47.47,,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
24,ARCHIVE,T623571,,,,PH MUTTAMA,COOTAMUNDRA,2590.0,0.0,POR 292 RP 69/1,259.0,H,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
114,ARCHIVE,T0797900100000,,,61,THOMPSON ST,DUBBO,2830.0,28500.0,LOT 21 DP255674,981.0,M,16.605/19.605X47.29/50.29 SPL COR 4.245,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
4,ARCHIVE,0T21399963500,,,67,SEAVIEW CL,ELEEBANA,2282.0,70000.0,LOT 10 DP 805886,1023.0,M,20.000 FRONTAGE,,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
211,ARCHIVE,T086073,,,37,MACDONALD ST,ERSKINEVILLE,2043.0,31283.0,LOT 3 SEC D DP 241104 VOL 11911 FOL 24,88.0,M,6.10/6.10 X 26.52/26.52,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
84,ARCHIVE,T2069100000000,,4,703,PACIFIC HWY,GORDON,2072.0,210000.0,LOT 4 SP 15098,0.0,M,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
84,ARCHIVE,T0576800000000,,,8,CARLOTTA AVE,GORDON,2072.0,65000.0,LOT 7 DP3387,5134.0,M,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
160,ARCHIVE,T16024396,,,16,MELVILLE ST,ILUKA,2466.0,25500.0,LOT 13 DP263181,599.0,M,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
62,ARCHIVE,T0003500000000,,,,PH BOOROOBANILLY,JERILDERIE,2716.0,25000.0,PT PORS 41 & 55 (BEING LOTS 2/3 & PT 4) DP 103212,6070.0,M,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
144,ARCHIVE,T1424900000000,,26,131,OAK RD N,KIRRAWEE,2232.0,143000.0,LOT 26 SP 18054,0.0,M,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
219,ARCHIVE,T0000870030000,,,133,MOUNTAIN VIEW CL,KURRAJONG HILLS,2758.0,250000.0,LOT 163 DP793455 E'MENT,4.0,H,,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
86,ARCHIVE,T660423,,12,108,ADDISON RD,MANLY,2095.0,0.0,LOT 12 SP 6073,1369.0,M,UNIT ENT : 9.98 %,,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
8,ARCHIVE,T0679600000000,,,1,CARRINGTON ST,MAYFIELD,2304.0,0.0,LOT 2 DP312765,507.0,M,10.06 X 50.29,,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
101,ARCHIVE,T10135186,,,27,BUCKLAND ST,MOLLYMOOK,2539.0,162000.0,LOT 23 DP 31267,1012.0,M,ARC22.86/15.24X53.8/52.15,,A,,,1990-01-03,1990-01-03,,,,,,,1990,annual
223,ARCHIVE,T665694,,,21,STOCKTON AV,MOOREBANK,2170.0,0.0,LOT 25 DP 228324,671.0,M,ARC31.979M/12.040MX31.877M/31.521M,,,,,1990-01-03,1990-01-03,,,,,,,1990,annual
